num_opportunities,EMP_2016,T2&T3,Marginal,,Gains over Base,ERP,,
3662,702.0472635,702.0472635,-5.00E-08,702.0472635,-5.00E-08,270.5721175,4.14E-02,
3663,729.9171629,729.9171629,-4.00E-08,729.9171629,-4.00E-08,160.5789303,2.55E-02,
3664,622.249661,622.249661,2.00E-08,622.249661,2.00E-08,343.3450374,4.65E-02,
3665,394.9183561,394.9183561,0,394.9183561,0,223.0845118,1.92E-02,
3666,7749.614189,7749.614189,-4.46E-07,7749.614189,-4.46E-07,109.9339937,1.85E-01,
3667,41.83878076,41.83878076,0,41.83878076,0,7.30050363,6.65E-05,
3668,60.18612661,60.18612661,0,60.18612661,0,7.644823842,1.00E-04,
3669,243.4175928,243.4175928,-3.00E-08,243.4175928,-3.00E-08,5.339946054,2.83E-04,
3670,4903.829921,4903.829921,-4.41E-07,4903.829921,-4.41E-07,133.2616028,1.42E-01,
3671,140.3318122,140.3318122,5.00E-08,140.3318122,5.00E-08,6.9046945,2.11E-04,
3672,313.7208445,313.7208445,4.00E-08,313.7208445,4.00E-08,8.114744121,5.54E-04,
3673,6179.667531,6179.667531,2.70E-07,6179.667531,2.70E-07,576.2620218,7.75E-01,
3674,108.9983649,108.9983649,-5.00E-08,108.9983649,-5.00E-08,239.7906235,5.69E-03,
3675,2205.615473,2205.615473,-3.20E-07,2205.615473,-3.20E-07,276.5273156,1.33E-01,
3676,9387.771046,9387.771046,-1.06E-07,9387.771046,-1.06E-07,1267.384462,2.59E+00,
3677,230.4969382,230.4969382,-4.00E-08,230.4969382,-4.00E-08,275.7047387,1.38E-02,
3678,1417.514308,1417.514308,4.30E-07,1417.514308,4.30E-07,129.8827565,4.01E-02,
3679,14402.36123,14402.36123,-1.62E-06,14402.36123,-1.62E-06,815.1581829,2.56E+00,
3680,6621.017883,6621.017883,-2.80E-07,6621.017883,-2.80E-07,64.4730651,9.29E-02,
3681,5368.643884,5368.643884,-1.00E-07,5368.643884,-1.00E-07,304.6635428,3.56E-01,
3682,286.2316358,286.2316358,0,286.2316358,0,591.4508779,3.69E-02,
3683,6044.348796,6044.348796,-3.30E-07,6044.348796,-3.30E-07,99.52867541,1.31E-01,
3684,15119.48138,15119.48138,-3.42E-06,15119.48138,-3.42E-06,2614.50059,8.61E+00,
3685,20298.98257,20298.98257,4.29E-06,20298.98257,4.29E-06,1372.446239,6.07E+00,
3686,10636.05848,10636.05848,2.35E-06,10636.05848,2.35E-06,489.6151246,1.13E+00,
3687,5343.33253,5343.33253,2.60E-07,5343.33253,2.60E-07,15.86023741,1.85E-02,
3688,199.0197091,199.0197091,0,199.0197091,0,739.42625,3.20E-02,
3689,15193.97584,15193.97584,2.21E-06,15193.97584,2.21E-06,12.35037705,4.09E-02,
3690,14699.11467,14699.11467,-1.20E-07,14699.11467,-1.20E-07,61.41550994,1.97E-01,
3691,23400.3416,23400.3416,4.61E-06,23400.3416,4.61E-06,1519.496847,7.74E+00,
3692,48733.73894,48733.73894,-3.36E-06,48733.73894,-3.36E-06,1624.002306,1.72E+01,
3693,44690.46615,44690.46615,2.71E-06,44690.46615,2.71E-06,0.076014827,7.40E-04,
3694,42944.92926,42944.92926,-1.10E-07,42944.92926,-1.10E-07,1778.044813,1.66E+01,
3708,19154.72068,19154.72068,-6.20E-07,19154.72068,-6.20E-07,3639,1.52E+01,
3709,25936.80699,25936.80699,-3.12E-06,25936.80699,-3.12E-06,3629,2.05E+01,
3710,80442.65642,80442.65642,-3.05E-06,80442.65642,-3.05E-06,2836,4.97E+01,
3711,120012.5315,120012.5315,3.62E-05,120012.5315,3.62E-05,3542,9.26E+01,
3712,42803.74775,42803.74775,-2.24E-06,42803.74775,-2.24E-06,2623,2.44E+01,
3713,79780.72952,79780.72952,7.46E-07,79780.72952,7.46E-07,3528,6.13E+01,
3714,115039.8009,115039.8009,3.63E-05,115039.8009,3.63E-05,3087,7.73E+01,
3715,81595.08628,81595.08628,4.59E-06,81595.08628,4.59E-06,2329,4.14E+01,
3716,78874.39257,78874.39257,-2.71E-06,78874.39257,-2.71E-06,2910,5.00E+01,
3717,50881.55655,50881.55655,3.07E-06,50881.55655,3.07E-06,1674,1.85E+01,
3718,96848.03917,96848.03917,-4.24E-06,96848.03917,-4.24E-06,3199,6.75E+01,
3723,51238.10463,51238.10463,4.43E-06,51238.10463,4.43E-06,2709,3.02E+01,
3724,7143.388403,7143.388403,5.90E-08,7143.388403,5.90E-08,312.2634445,4.86E-01,
3725,41534.40579,41534.40579,2.41E-06,41534.40579,2.41E-06,5099.605124,4.61E+01,
3726,55761.42306,55761.42306,3.63E-06,55761.42306,3.63E-06,1673,2.03E+01,
3727,44338.56897,44338.56897,2.52E-06,44338.56897,2.52E-06,2512,2.43E+01,
3728,48088.13548,48088.13548,-5.66E-07,48088.13548,-5.66E-07,2969.516987,3.11E+01,
3729,40310.13036,40310.13036,-1.41E-06,40310.13036,-1.41E-06,1259.150541,1.11E+01,
3730,5410.90079,5410.90079,1.90E-08,5410.90079,1.90E-08,2029.07933,2.39E+00,
3731,53248.20039,53248.20039,1.18E-06,53248.20039,1.18E-06,2173.412051,2.52E+01,
3732,61884.57851,61884.57851,-2.76E-06,61884.57851,-2.76E-06,1682.437408,2.27E+01,
3800,85200.09179,85200.09179,-3.60E-06,85200.09179,-3.60E-06,3532.458437,6.55E+01,
3801,142324.092,142324.092,-4.24E-05,142324.092,-4.24E-05,2080.563474,6.45E+01,
3802,66861.95513,66861.95513,4.51E-06,66861.95513,4.51E-06,2246.638329,3.27E+01,
3803,63258.76858,63258.76858,9.14E-07,63258.76858,9.14E-07,3804.307733,5.24E+01,
3804,67779.27076,67779.27076,-6.16E-07,67779.27076,-6.16E-07,4590.813115,6.78E+01,
3805,58288.56832,58288.56832,4.97E-06,58288.56832,4.97E-06,0.21891321,2.78E-03,
3808,31166.14105,31166.14105,-3.18E-06,31166.14105,-3.18E-06,3805.590606,2.58E+01,
3809,76043.03576,76043.03576,1.47E-06,76043.03576,1.47E-06,2061.335522,3.41E+01,
3810,87355.91402,87355.91402,3.28E-06,87355.91402,3.28E-06,107.0451747,2.04E+00,
3811,135928.3669,135928.3669,-3.99E-05,135928.3669,-3.99E-05,9.21E-05,2.73E-06,
3812,123085.1368,123085.1368,1.97E-05,123085.1368,1.97E-05,3349.427543,8.98E+01,
3813,142775.7136,142775.7136,4.11E-05,142775.7136,4.11E-05,970.4070902,3.02E+01,
3814,116601.1451,116601.1451,3.17E-05,116601.1451,3.17E-05,16.38552836,4.16E-01,
3815,140683.6974,140683.6974,-7.07E-06,140683.6974,-7.07E-06,2623.098526,8.03E+01,
3816,58738.49967,58738.49967,-3.69E-06,58738.49967,-3.69E-06,9.21E-05,1.18E-06,
3817,44401.15789,44401.15789,2.73E-06,44401.15789,2.73E-06,4450.859715,4.30E+01,
3818,65960.9478,65960.9478,-4.09E-06,65960.9478,-4.09E-06,9.21E-05,1.32E-06,
3819,61623.17737,61623.17737,2.91E-06,61623.17737,2.91E-06,2035.850021,2.73E+01,
3822,64648.23005,64648.23005,1.81E-06,64648.23005,1.81E-06,3773.652147,5.31E+01,
3823,48844.1866,48844.1866,-9.60E-08,48844.1866,-9.60E-08,3615.873743,3.85E+01,
3824,16392.95562,16392.95562,-1.22E-06,16392.95562,-1.22E-06,0.000100928,3.60E-07,
3825,58398.05207,58398.05207,-1.69E-06,58398.05207,-1.69E-06,3824.592333,4.86E+01,
3826,64316.90942,64316.90942,-8.06E-07,64316.90942,-8.06E-07,1719.054223,2.41E+01,
3827,339867.5833,339867.5833,3.60E-05,339867.5833,3.60E-05,3334.484178,2.47E+02,
3828,49101.02923,49101.02923,-3.55E-06,49101.02923,-3.55E-06,3351.721476,3.58E+01,
3829,441.0591706,441.0591706,0,441.0591706,0,1155.036465,1.11E-01,
3831,223231.945,223231.945,4.88E-05,223231.945,4.88E-05,374.8138628,1.82E+01,
3832,208715.5415,208715.5415,3.79E-05,208715.5415,3.79E-05,1766.387442,8.03E+01,
3833,86145.08847,86145.08847,2.54E-06,86145.08847,2.54E-06,20.71086501,3.88E-01,
3834,68717.48185,68717.48185,-4.77E-06,68717.48185,-4.77E-06,10.96457606,1.64E-01,
3835,129539.1505,129539.1505,9.97E-06,129539.1505,9.97E-06,2176.969352,6.14E+01,
3836,88142.24322,88142.24322,1.75E-06,88142.24322,1.75E-06,3195.582798,6.13E+01,
3837,309867.9586,309867.9586,1.53E-05,309867.9586,1.53E-05,1798.013132,1.21E+02,
3838,164695.0856,164695.0856,-4.28E-05,164695.0856,-4.28E-05,3307.81152,1.19E+02,
3839,249974.971,249974.971,2.06E-05,249974.971,2.06E-05,2435.864856,1.33E+02,
3840,159424.6827,159424.6827,3.14E-05,159424.6827,3.14E-05,278.9543912,9.68E+00,
3841,278036.2262,278036.2262,2.85E-05,278036.2262,2.85E-05,159.4756211,9.65E+00,
3842,136563.3314,136563.3314,2.30E-05,136563.3314,2.30E-05,4104.453621,1.22E+02,
3843,323163.5297,323163.5297,2.56E-05,323163.5297,2.56E-05,40.49120288,2.85E+00,
3844,125953.5812,125953.5812,4.55E-05,125953.5812,4.55E-05,677.0975364,1.86E+01,
3845,218913.8914,218913.8914,-2.96E-05,218913.8914,-2.96E-05,2685.926367,1.28E+02,
3846,111723.8995,111723.8995,-4.24E-05,111723.8995,-4.24E-05,1672.195911,4.07E+01,
3847,123796.58,123796.58,2.31E-05,123796.58,2.31E-05,880.8342416,2.37E+01,
3848,412950.9488,412950.9488,3.12E-06,412950.9488,3.12E-06,0.000122829,1.10E-05,
3849,66457.83035,66457.83035,-8.76E-07,66457.83035,-8.76E-07,0.000122829,1.78E-06,
3850,120002.6503,120002.6503,4.80E-05,120002.6503,4.80E-05,2441.999999,6.38E+01,
3851,138897.906,138897.906,-3.06E-05,138897.906,-3.06E-05,3289,9.95E+01,
3852,87710.60549,87710.60549,2.70E-06,87710.60549,2.70E-06,2.565005225,4.90E-02,
3853,74260.34698,74260.34698,1.35E-06,74260.34698,1.35E-06,2451.654699,3.96E+01,
3854,45130.93808,45130.93808,-4.16E-07,45130.93808,-4.16E-07,24.02447921,2.36E-01,
3855,63548.7835,63548.7835,-7.46E-07,63548.7835,-7.46E-07,17.95507868,2.48E-01,
3856,70730.93763,70730.93763,-1.34E-06,70730.93763,-1.34E-06,3848.345302,5.93E+01,
3857,68297.78903,68297.78903,-2.76E-06,68297.78903,-2.76E-06,2491.342113,3.70E+01,
3858,59423.36667,59423.36667,2.55E-06,59423.36667,2.55E-06,1943.065955,2.51E+01,
3859,70319.05982,70319.05982,2.94E-06,70319.05982,2.94E-06,2660.702064,4.07E+01,
3860,48368.76879,48368.76879,4.44E-07,48368.76879,4.44E-07,2740.783388,2.89E+01,
3861,66995.77167,66995.77167,4.84E-06,66995.77167,4.84E-06,2792.012331,4.07E+01,
3862,48556.53221,48556.53221,1.75E-06,48556.53221,1.75E-06,3200.157228,3.38E+01,
3863,84277.05689,84277.05689,-3.90E-06,84277.05689,-3.90E-06,1872.465171,3.44E+01,
3864,41963.98568,41963.98568,2.05E-06,41963.98568,2.05E-06,262.7369594,2.40E+00,
3865,61280.37522,61280.37522,2.00E-06,61280.37522,2.00E-06,43.47771081,5.80E-01,
3866,269180.7241,269180.7241,4.94E-05,269180.7241,4.94E-05,735.0870231,4.31E+01,
3867,227192.1858,227192.1858,2.89E-05,227192.1858,2.89E-05,3888.622753,1.92E+02,
3868,216172.692,216172.692,2.99E-05,216172.692,2.99E-05,1579.248492,7.43E+01,
3869,141640.2042,141640.2042,4.82E-05,141640.2042,4.82E-05,2292.619271,7.07E+01,
3870,135336.7617,135336.7617,-1.32E-05,135336.7617,-1.32E-05,492.8749233,1.45E+01,
3875,82990.51025,82990.51025,-6.96E-07,82990.51025,-6.96E-07,179.7125186,3.25E+00,
3900,241606.2462,241606.2462,-1.84E-05,241606.2462,-1.84E-05,4229.353863,2.22E+02,
3901,197720.4322,197720.4322,-3.81E-05,197720.4322,-3.81E-05,4261.169117,1.83E+02,
3902,316328.594,316328.594,6.10E-07,316328.594,6.10E-07,4191.979654,2.89E+02,
3903,356563.0406,356563.0406,-2.00E-05,356563.0406,-2.00E-05,3985.497366,3.09E+02,
3905,134357.7155,134357.7155,2.90E-05,134357.7155,2.90E-05,1755.907616,5.14E+01,
3906,320740.0715,320740.0715,-1.65E-05,320740.0715,-1.65E-05,1445.266024,1.01E+02,
3907,109840.0919,109840.0919,4.56E-05,109840.0919,4.56E-05,3309.021222,7.91E+01,
3908,80638.70533,80638.70533,1.21E-06,80638.70533,1.21E-06,3411.989288,5.99E+01,
3909,161747.8886,161747.8886,-3.86E-05,161747.8886,-3.86E-05,1868.878447,6.58E+01,
3910,163917.1552,163917.1552,9.30E-06,163917.1552,9.30E-06,2726.005464,9.73E+01,
3911,77729.49124,77729.49124,2.13E-07,77729.49124,2.13E-07,1344.03343,2.27E+01,
3912,105384.581,105384.581,-1.04E-05,105384.581,-1.04E-05,3118.934077,7.16E+01,
3913,342134.5106,342134.5106,2.69E-05,342134.5106,2.69E-05,2134.009987,1.59E+02,
3914,164149.1814,164149.1814,-1.31E-05,164149.1814,-1.31E-05,2135.071901,7.63E+01,
3915,136890.7312,136890.7312,3.76E-05,136890.7312,3.76E-05,3921.675682,1.17E+02,
3916,198070.1336,198070.1336,-9.75E-06,198070.1336,-9.75E-06,1176.436868,5.07E+01,
3917,198881.2995,198881.2995,-2.92E-06,198881.2995,-2.92E-06,1819.041691,7.88E+01,
3918,84760.93803,84760.93803,-4.15E-06,84760.93803,-4.15E-06,1092.256437,2.02E+01,
3919,58229.51546,58229.51546,2.59E-06,58229.51546,2.59E-06,3640.728304,4.62E+01,
3920,87163.49265,87163.49265,-8.52E-07,87163.49265,-8.52E-07,3474.568333,6.59E+01,
3921,70614.70715,70614.70715,1.90E-06,70614.70715,1.90E-06,3411.484485,5.25E+01,
3922,126391.3301,126391.3301,-4.56E-06,126391.3301,-4.56E-06,2586.29699,7.12E+01,
3923,101759.6559,101759.6559,-3.99E-05,101759.6559,-3.99E-05,2615.427828,5.79E+01,
3924,144570.6541,144570.6541,4.16E-05,144570.6541,4.16E-05,3050.498981,9.60E+01,
3925,59700.43034,59700.43034,4.10E-06,59700.43034,4.10E-06,57.45477325,7.47E-01,
3926,117893.2465,117893.2465,-4.91E-05,117893.2465,-4.91E-05,4052.627407,1.04E+02,
3927,256729.5964,256729.5964,-4.54E-05,256729.5964,-4.54E-05,1616.264424,9.03E+01,
3928,129244.8848,129244.8848,3.29E-05,129244.8848,3.29E-05,1396.228439,3.93E+01,
3929,104118.9243,104118.9243,-2.37E-05,104118.9243,-2.37E-05,1426.14834,3.23E+01,
3930,147578.9205,147578.9205,-3.30E-05,147578.9205,-3.30E-05,3962,1.27E+02,
3931,4400.615653,4400.615653,4.80E-07,4400.615653,4.80E-07,4.68E-05,4.48E-08,
3933,22224.69174,22224.69174,-4.93E-06,22224.69174,-4.93E-06,159.7733473,7.73E-01,
3934,30338.81882,30338.81882,-1.56E-06,30338.81882,-1.56E-06,4.68E-05,3.09E-07,
3935,7993.93245,7993.93245,3.05E-07,7993.93245,3.05E-07,702.6142448,1.22E+00,
3936,192.4812353,192.4812353,-1.00E-08,192.4812353,-1.00E-08,21.05588431,8.82E-04,
3937,58105.71001,58105.71001,2.35E-06,58105.71001,2.35E-06,11.21671008,1.42E-01,
3938,21317.51382,21317.51382,2.75E-07,21317.51382,2.75E-07,179.6448478,8.34E-01,
3939,84560.79425,84560.79425,-3.62E-06,84560.79425,-3.62E-06,29.64322164,5.46E-01,
3940,52864.70539,52864.70539,2.09E-06,52864.70539,2.09E-06,2627.648597,3.02E+01,
3941,30725.83884,30725.83884,-4.34E-06,30725.83884,-4.34E-06,157.3803064,1.05E+00,
3942,1768.628345,1768.628345,3.50E-08,1768.628345,3.50E-08,312.3278587,1.20E-01,
3943,49732.1066,49732.1066,2.48E-07,49732.1066,2.48E-07,74.7031283,8.09E-01,
3944,79683.34541,79683.34541,3.57E-06,79683.34541,3.57E-06,2516.536603,4.37E+01,
3945,4114.834333,4114.834333,5.50E-08,4114.834333,5.50E-08,121.4135121,1.09E-01,
3946,39391.74396,39391.74396,1.61E-06,39391.74396,1.61E-06,649.9967384,5.57E+00,
3947,956.7023762,956.7023762,1.00E-08,956.7023762,1.00E-08,68.60645355,1.43E-02,
3948,201792.1205,201792.1205,-4.04E-05,201792.1205,-4.04E-05,79.11980954,3.48E+00,
3949,82052.02086,82052.02086,8.42E-07,82052.02086,8.42E-07,181.2076339,3.24E+00,
3950,2391.879162,2391.879162,-1.20E-07,2391.879162,-1.20E-07,90.42064785,4.71E-02,
3951,4621.008133,4621.008133,3.55E-07,4621.008133,3.55E-07,201.3115428,2.03E-01,
3952,118583.8839,118583.8839,2.29E-05,118583.8839,2.29E-05,29.974464,7.74E-01,
3953,96245.82803,96245.82803,-3.02E-07,96245.82803,-3.02E-07,1756.189062,3.68E+01,
3954,3736.364124,3736.364124,4.45E-07,3736.364124,4.45E-07,131.1888992,1.07E-01,
3955,32382.26601,32382.26601,-4.41E-06,32382.26601,-4.41E-06,209.5252396,1.48E+00,
3956,15822.67222,15822.67222,-2.43E-06,15822.67222,-2.43E-06,128.2386112,4.42E-01,
3957,75280.78435,75280.78435,-3.27E-06,75280.78435,-3.27E-06,647.3385321,1.06E+01,
3958,155045.432,155045.432,-2.49E-05,155045.432,-2.49E-05,367.0755926,1.24E+01,
3959,75548.82324,75548.82324,3.72E-06,75548.82324,3.72E-06,739.2780026,1.22E+01,
3960,68665.68986,68665.68986,-7.52E-07,68665.68986,-7.52E-07,1156.493735,1.73E+01,
3961,6242.151767,6242.151767,1.80E-07,6242.151767,1.80E-07,81.47898421,1.11E-01,
3962,74335.33436,74335.33436,-2.79E-06,74335.33436,-2.79E-06,179.8562741,2.91E+00,
3963,102131.9128,102131.9128,-4.65E-05,102131.9128,-4.65E-05,4.68E-05,1.04E-06,
3964,36256.29869,36256.29869,1.99E-06,36256.29869,1.99E-06,240.2421991,1.90E+00,
3965,1495.248655,1495.248655,3.80E-07,1495.248655,3.80E-07,419.4228052,1.37E-01,
3966,744.7403796,744.7403796,3.00E-08,744.7403796,3.00E-08,4.68E-05,7.59E-09,
3967,36.99646013,36.99646013,0,36.99646013,0,4.68E-05,3.77E-10,
3968,18061.56633,18061.56633,-4.21E-06,18061.56633,-4.21E-06,278.9083374,1.10E+00,
3969,331.8118051,331.8118051,4.00E-08,331.8118051,4.00E-08,4.68E-05,3.38E-09,
3970,25663.31303,25663.31303,-2.77E-06,25663.31303,-2.77E-06,1983.999829,1.11E+01,
3971,52977.59434,52977.59434,-2.80E-06,52977.59434,-2.80E-06,103.063915,1.19E+00,
3972,132692.6963,132692.6963,3.42E-05,132692.6963,3.42E-05,18.5709351,5.37E-01,
3973,142251.177,142251.177,-1.30E-05,142251.177,-1.30E-05,32.37995935,1.00E+00,
3974,42440.18147,42440.18147,4.54E-06,42440.18147,4.54E-06,30.89682433,2.86E-01,
4000,55518.12693,55518.12693,1.26E-06,55518.12693,1.26E-06,4403.071525,5.32E+01,
4001,41788.00549,41788.00549,6.60E-07,41788.00549,6.60E-07,3536.421129,3.22E+01,
4002,53416.42425,53416.42425,7.60E-07,53416.42425,7.60E-07,2695.558801,3.14E+01,
4003,59483.17941,59483.17941,4.37E-06,59483.17941,4.37E-06,2312.930636,3.00E+01,
4004,52397.60739,52397.60739,1.86E-06,52397.60739,1.86E-06,2847.533919,3.25E+01,
4005,75051.41139,75051.41139,3.56E-06,75051.41139,3.56E-06,3152.48399,5.15E+01,
4008,98862.05311,98862.05311,-2.10E-06,98862.05311,-2.10E-06,3316.777985,7.14E+01,
4009,48223.16388,48223.16388,4.59E-06,48223.16388,4.59E-06,3046.784368,3.20E+01,
4010,58475.42887,58475.42887,1.53E-06,58475.42887,1.53E-06,2263.268028,2.88E+01,
4011,39646.80522,39646.80522,4.30E-07,39646.80522,4.30E-07,18.16953786,1.57E-01,
4012,36884.48071,36884.48071,4.83E-06,36884.48071,4.83E-06,8.22E-05,6.60E-07,
4015,47212.27176,47212.27176,4.46E-06,47212.27176,4.46E-06,4648.436358,4.78E+01,
4016,47912.63315,47912.63315,3.66E-06,47912.63315,3.66E-06,3144.942139,3.28E+01,
4017,45107.09583,45107.09583,4.66E-06,45107.09583,4.66E-06,2414.187967,2.37E+01,
4018,48725.80771,48725.80771,8.60E-07,48725.80771,8.60E-07,1619.455317,1.72E+01,
4019,73400.04024,73400.04024,-3.25E-06,73400.04024,-3.25E-06,3973.724277,6.35E+01,
4020,50077.61031,50077.61031,-1.70E-07,50077.61031,-1.70E-07,3398.083818,3.71E+01,
4021,62970.39352,62970.39352,-4.40E-07,62970.39352,-4.40E-07,2116.170124,2.90E+01,
4024,23334.74479,23334.74479,7.50E-07,23334.74479,7.50E-07,2498.000001,1.27E+01,
4025,6384.883715,6384.883715,-9.00E-08,6384.883715,-9.00E-08,1271.274803,1.77E+00,
4026,31285.08483,31285.08483,-3.84E-06,31285.08483,-3.84E-06,3553,2.42E+01,
4027,48193.94388,48193.94388,3.66E-06,48193.94388,3.66E-06,5079.725196,5.33E+01,
4028,60151.60891,60151.60891,-4.91E-06,60151.60891,-4.91E-06,4877,6.39E+01,
4029,67775.46225,67775.46225,-7.20E-07,67775.46225,-7.20E-07,4004,5.91E+01,
4032,99332.03318,99332.03318,6.80E-07,99332.03318,6.80E-07,4257.565827,9.21E+01,
4033,48491.00495,48491.00495,-1.74E-06,48491.00495,-1.74E-06,1936.256883,2.04E+01,
4034,91678.68501,91678.68501,1.73E-06,91678.68501,1.73E-06,3906.517958,7.80E+01,
4035,181367.7975,181367.7975,-3.26E-05,181367.7975,-3.26E-05,5017.666974,1.98E+02,
4036,96390.18793,96390.18793,-4.57E-06,96390.18793,-4.57E-06,6.233691287,1.31E-01,
4037,258184.7438,258184.7438,7.71E-06,258184.7438,7.71E-06,818.1091148,4.60E+01,
4038,176683.0626,176683.0626,-2.18E-05,176683.0626,-2.18E-05,5.643700908,2.17E-01,
4039,97198.27387,97198.27387,-4.27E-06,97198.27387,-4.27E-06,4106.546986,8.69E+01,
4040,198049.4517,198049.4517,-3.62E-06,198049.4517,-3.62E-06,3446.458866,1.49E+02,
4043,42802.90051,42802.90051,-3.68E-06,42802.90051,-3.68E-06,32.58404002,3.04E-01,
4044,94055.77968,94055.77968,6.20E-07,94055.77968,6.20E-07,0.000104441,2.14E-06,
4045,44217.12019,44217.12019,2.19E-06,44217.12019,2.19E-06,0.000104441,1.01E-06,
4046,13654.40722,13654.40722,2.57E-06,13654.40722,2.57E-06,9.309726436,2.77E-02,
4047,10885.92882,10885.92882,7.05E-07,10885.92882,7.05E-07,0.000104441,2.48E-07,
4048,134901.7011,134901.7011,3.09E-05,134901.7011,3.09E-05,2320.069663,6.81E+01,
4049,156891.3419,156891.3419,-3.22E-05,156891.3419,-3.22E-05,3799.15418,1.30E+02,
4050,21154.54241,21154.54241,-4.90E-06,21154.54241,-4.90E-06,9.84E-05,4.53E-07,
4051,234270.0987,234270.0987,3.80E-05,234270.0987,3.80E-05,2484.491155,1.27E+02,
4052,282722.9165,282722.9165,-3.66E-05,282722.9165,-3.66E-05,1713.790165,1.05E+02,
4053,105501.9526,105501.9526,-2.39E-05,105501.9526,-2.39E-05,3413.652964,7.84E+01,
4054,170807.302,170807.302,2.42E-05,170807.302,2.42E-05,2296.34613,8.54E+01,
4055,34588.2508,34588.2508,3.32E-06,34588.2508,3.32E-06,9.84E-05,7.41E-07,
4056,91523.43666,91523.43666,3.11E-06,91523.43666,3.11E-06,9.84E-05,1.96E-06,
4057,66446.84602,66446.84602,1.79E-06,66446.84602,1.79E-06,2588.19327,3.74E+01,
4058,44604.31442,44604.31442,2.29E-06,44604.31442,2.29E-06,2847.312726,2.77E+01,
4059,55877.63806,55877.63806,4.78E-06,55877.63806,4.78E-06,386.0877557,4.70E+00,
4060,51900.78794,51900.78794,1.22E-06,51900.78794,1.22E-06,26.90169863,3.04E-01,
4100,107480.7636,107480.7636,3.52E-05,107480.7636,3.52E-05,3550.860003,8.31E+01,
4101,199345.979,199345.979,-2.46E-05,199345.979,-2.46E-05,9.962131825,4.32E-01,
4102,207156.6603,207156.6603,4.77E-05,207156.6603,4.77E-05,2180.53168,9.84E+01,
4103,241806.5621,241806.5621,1.67E-05,241806.5621,1.67E-05,2314.863535,1.22E+02,
4104,275340.5401,275340.5401,-2.65E-05,275340.5401,-2.65E-05,3141.616022,1.88E+02,
4105,1002021.515,1002021.515,-0.00012362,1002021.515,-0.00012362,9.82E-05,2.14E-05,
4106,321663.0752,321663.0752,4.66E-05,321663.0752,4.66E-05,2398.930987,1.68E+02,
4107,982515.7093,982515.7093,3.71E-05,982515.7093,3.71E-05,39.50080129,8.45E+00,
4108,378580.2466,378580.2466,7.69E-06,378580.2466,7.69E-06,1632.314092,1.35E+02,
4109,548600.7849,548600.7849,2.73E-05,548600.7849,2.73E-05,1667.883442,1.99E+02,
4110,260579.3084,260579.3084,-9.59E-06,260579.3084,-9.59E-06,9.82E-05,5.57E-06,
4111,677297.2798,677297.2798,3.46E-05,677297.2798,3.46E-05,200.1612191,2.95E+01,
4112,601157.3909,601157.3909,-2.14E-05,601157.3909,-2.14E-05,382.3758929,5.00E+01,
4113,61137.4196,61137.4196,2.40E-06,61137.4196,2.40E-06,3261.943221,4.34E+01,
4114,91919.23996,91919.23996,3.75E-06,91919.23996,3.75E-06,2315.770962,4.63E+01,
4115,225985.8143,225985.8143,-1.49E-05,225985.8143,-1.49E-05,2890.360652,1.42E+02,
4116,165477.972,165477.972,1.25E-05,165477.972,1.25E-05,4866.283668,1.75E+02,
4117,153073.7418,153073.7418,1.16E-05,153073.7418,1.16E-05,3019.884853,1.01E+02,
4118,293192.4545,293192.4545,6.63E-06,293192.4545,6.63E-06,2272.756644,1.45E+02,
4119,222484.0904,222484.0904,-1.90E-05,222484.0904,-1.90E-05,1264.89739,6.13E+01,
4120,203885.0952,203885.0952,1.54E-05,203885.0952,1.54E-05,793.7650274,3.52E+01,
4121,187280.3273,187280.3273,-1.38E-05,187280.3273,-1.38E-05,3048.608929,1.24E+02,
4122,317940.4936,317940.4936,3.75E-05,317940.4936,3.75E-05,2537.445376,1.76E+02,
4123,171345.1628,171345.1628,-1.66E-05,171345.1628,-1.66E-05,2482.057569,9.26E+01,
4124,100542.7953,100542.7953,4.07E-05,100542.7953,4.07E-05,4415.589736,9.67E+01,
4125,190399.2208,190399.2208,-4.21E-05,190399.2208,-4.21E-05,3029.425129,1.26E+02,
4126,121295.6887,121295.6887,3.17E-06,121295.6887,3.17E-06,3077.451336,8.13E+01,
4127,69249.32244,69249.32244,-2.33E-06,69249.32244,-2.33E-06,2105.635973,3.17E+01,
4128,128480.4909,128480.4909,-3.61E-05,128480.4909,-3.61E-05,3541.19744,9.91E+01,
4129,89565.66252,89565.66252,2.07E-06,89565.66252,2.07E-06,3103.926096,6.05E+01,
4132,62261.11364,62261.11364,-2.90E-07,62261.11364,-2.90E-07,4229.288792,5.73E+01,
4133,95475.82138,95475.82138,-3.82E-06,95475.82138,-3.82E-06,3050.508837,6.34E+01,
4134,260501.6915,260501.6915,4.28E-05,260501.6915,4.28E-05,3083.51298,1.75E+02,
4135,43716.10287,43716.10287,4.23E-06,43716.10287,4.23E-06,3596.242037,3.42E+01,
4136,202678.1997,202678.1997,-2.11E-05,202678.1997,-2.11E-05,3990.049514,1.76E+02,
4137,77875.68989,77875.68989,-3.48E-06,77875.68989,-3.48E-06,2599.729216,4.41E+01,
4138,67668.89516,67668.89516,4.72E-06,67668.89516,4.72E-06,2723.668624,4.01E+01,
4140,189507.8871,189507.8871,1.57E-05,189507.8871,1.57E-05,4035.541096,1.67E+02,
