num_opportunities,Base 30 Mins,30 Mins,Base 45 Mins,45 Mins,Base 60 Mins,60 Mins,TZ16_CODE,,TZ16_NAME,Tz16_Area,30 Min Lin ,45 Min Lin,60 Min Lin
2730,8524.568894,2.00E-07,73698.35761,3.90E-07,601630.1891,-1.44E-05,2730,YES,Kingsgrove_Caroline St and Edward St,848304.8477,5.51E-03,3.61E-03,-6.23E-02
2731,9251.266041,4.00E-07,81611.77638,-2.09E-06,648416.3996,-8.25E-06,2731,YES,Kingsgrove Station_South,503617.5856,6.55E-03,-1.15E-02,-2.12E-02
2732,14081.61716,-2.83E-06,127427.6303,2.73E-05,720654.6242,4.25E-06,2732,YES,Bexley North,712685.9678,-6.55E-02,2.12E-01,1.54E-02
2733,4618.554016,-1.00E-07,45504.53856,-4.69E-06,351169.754,7.62E-06,2733,YES,Kingsgrove_Morgan St and Ashby St,396951.8187,-1.29E-03,-2.03E-02,1.54E-02
2736,39128.52722,-2.60E-07,430755.3149,1.91E-05,974259.376,10403.14388,2736,YES,Kogarah Station_East,425300.9134,-3.59E-03,8.85E-02,2.26E+07
2737,22221.07207,0,55785.99602,-4.79E-06,675373.7426,-3.56E-05,2737,YES,Kogarah,257860.7146,0.00E+00,-1.35E-02,-4.68E-02
2738,22449.21924,4.00E-06,95421.05999,-1.09E-06,738883.6006,723.465857,2738,YES,St George District Hospital,379841.2965,4.94E-02,-4.51E-03,1.40E+06
2739,16946.8109,6.00E-07,39776.07258,2.80E-06,282959.4393,1.45E-05,2739,YES,Moorefield Girls High School,597477.7969,1.17E-02,1.82E-02,4.42E-02
2740,22907.43228,0,68487.65566,-4.96E-06,676231.4874,-3.99E-05,2740,YES,Calvary Hospital,107430.4528,0.00E+00,-5.81E-03,-2.19E-02
2741,16569.18133,-4.00E-07,51233.8071,0,370071.9617,-3.60E-05,2741,YES,Darrell Lea,448018.1754,-5.82E-03,0.00E+00,-8.23E-02
2744,30327.48201,1.00E-08,193509.889,-3.50E-05,874448.6687,6687.015974,2744,YES,Allawah Station_South,397818.4541,1.29E-04,-1.52E-01,1.36E+07
2745,28609.14914,0,118532.1306,-4.87E-05,798083.4792,830.8335467,2745,YES,Carlton Station_South,598105.6622,0.00E+00,-3.17E-01,2.53E+06
2746,18652.12234,1.31E-06,55738.76637,-6.00E-08,579726.424,4.94E-05,2746,YES,St George Christian School,277219.2344,1.18E-02,-1.81E-04,6.98E-02
2747,4914.759135,-2.90E-07,42772.89965,2.10E-07,396881.8855,-4.86E-05,2747,YES,Carlton,556939.4545,-5.25E-03,1.27E-03,-1.38E-01
2748,17602.85746,1.10E-06,49759.36565,4.11E-06,249568.429,4.19E-05,2748,YES,Beverley Park,359280.006,1.28E-02,1.61E-02,7.68E-02
2749,9643.172422,0,37649.41081,-4.19E-06,148498.0189,6.61E-06,2749,YES,Beverley Park Golf Club,779719.6548,0.00E+00,-3.56E-02,2.63E-02
2750,4851.031301,-1.00E-07,34983.46051,-1.99E-06,135776.1001,-2.18E-05,2750,YES,Kogarah Bay,528242.0703,-1.72E-03,-1.15E-02,-5.87E-02
2753,2629.787975,-3.00E-07,22880.47249,4.80E-06,199016.7458,0,2753,YES,Kyeemagh,593560.8519,-5.79E-03,3.11E-02,0.00E+00
2754,2629.787975,-3.00E-07,25749.31636,-3.17E-06,202766.9167,2.69E-05,2754,YES,Brighton-Le-Sands_Moate Av and Rowley St,616640.2152,-6.01E-03,-2.13E-02,8.46E-02
2755,14582.7571,0,50089.41985,-3.79E-06,617978.6801,-3.68E-06,2755,YES,Brighton-Le-Sands_Tony Baker Res,364213.0905,0.00E+00,-1.50E-02,-6.84E-03
2756,8441.919236,-2.00E-07,41557.58925,2.13E-06,454643.239,-2.61E-05,2756,YES,Brighton-Le-Sands,650093.3281,-4.23E-03,1.51E-02,-8.65E-02
2757,7664.878642,-2.00E-07,34842.48527,4.13E-06,336292.2551,4.94E-05,2757,YES,Lady Robinsons Beach,673806.5682,-4.38E-03,3.03E-02,1.70E-01
2758,4709.114075,-4.00E-07,30166.24894,-2.20E-06,181991.7062,2.02E-05,2758,YES,Lady Robinsons Beach South,476492.5861,-6.19E-03,-1.14E-02,4.91E-02
2761,25112.15475,-4.30E-06,489705.6455,-2.13E-05,981474.2927,3818.041913,2761,YES,Gardiner Park Rockdale,255482.656,-3.57E-02,-5.93E-02,4.97E+06
2762,12458.54807,2.00E-07,74727.87906,0,714288.5057,4649.435505,2762,YES,Lydham Hall Rockdale,253030.3997,1.64E-03,0.00E+00,6.00E+06
2763,15043.39864,-3.00E-07,112123.5479,-2.07E-05,789134.5724,-2.21E-05,2763,YES,Banksia Station_East,768273.0099,-7.49E-03,-1.73E-01,-8.66E-02
2764,37830.34446,-4.90E-06,460443.2825,-4.37E-05,981248.4902,9805.860726,2764,YES,Rockdale,290856.5948,-4.63E-02,-1.39E-01,1.45E+07
2765,15844.88858,0,209661.0917,0,862586.2159,6687.016025,2765,YES,Rockdale West,279114.6986,0.00E+00,0.00E+00,9.52E+06
2766,25930.04547,0,250353.2575,3.84E-06,880387.555,7517.395157,2766,YES,Rockdale Station,412551.0367,0.00E+00,1.73E-02,1.58E+07
2767,14512.20638,-3.80E-06,47304.01272,-1.40E-06,590223.7333,3.38E-05,2767,YES,Wilsons Farmhouse Rockdale,439114.1702,-5.42E-02,-6.70E-03,7.57E-02
2768,26571.21084,4.93E-06,306639.656,-2.38E-05,910878.4226,7835.185144,2768,YES,Rockdale Tennis Club,265171.9091,4.25E-02,-6.88E-02,1.06E+07
2769,20872.41421,-1.80E-06,46709.68315,-3.29E-06,531849.9498,2403.939722,2769,YES,Rockdale South Side Plaza,606185.6252,-3.55E-02,-2.17E-02,7.43E+06
2772,2786.538952,-2.00E-07,34906.25741,-3.09E-06,103167.9935,-2.07E-05,2772,YES,Ramsgate Plaza,753306.1647,-4.90E-03,-2.54E-02,-7.95E-02
2773,4427.412133,3.00E-07,44211.7611,1.31E-06,90155.64618,0,2773,YES,Ramsgate Plaza South,934482.7658,9.11E-03,1.33E-02,0.00E+00
2774,9713.333997,3.00E-07,47629.70066,4.40E-06,104915.7319,3.87E-05,2774,YES,Fisheries Department Sans Souci,962215.7619,9.38E-03,4.61E-02,1.90E-01
2775,3789.738589,3.00E-07,35706.25453,4.70E-06,79211.37544,2.94E-06,2775,YES,Sandringham,770443.6469,7.51E-03,3.95E-02,1.16E-02
2776,5537.881364,-2.00E-07,40740.26793,1.30E-06,86578.71359,4.74E-06,2776,YES,Sans Souci,1183173.084,-7.69E-03,1.68E-02,2.86E-02
2800,685.1777841,0,3940.973204,0,9788.398894,1.00E-07,2800,YES,Woronora Heights Shopping Centre,3132008.585,0.00E+00,0.00E+00,1.60E-03
2801,3754.321677,-2.00E-07,4704.863584,3.00E-07,9738.37466,4.00E-07,2801,YES,Engadine_Kingswood Rd and Geneva Pl,1654213.987,-1.08E-02,5.41E-03,3.37E-03
2802,845.7192238,0,15625.59162,-1.10E-06,86432.50018,-3.69E-06,2802,YES,Loftus Station_West,2317353.975,0.00E+00,-2.78E-02,-4.36E-02
2803,3775.415868,0,4635.116958,0,11976.80174,-3.10E-06,2803,YES,Engadine,1338714.806,0.00E+00,0.00E+00,-2.12E-02
2804,3247.044906,0,4061.143662,3.00E-07,11766.47509,2.90E-06,2804,YES,Engadine West Public School,1993489.184,0.00E+00,6.52E-03,2.95E-02
2805,3350.090048,0,4990.591379,-4.00E-07,10618.71651,-2.80E-06,2805,YES,Engadine_Wollybutt Rd and Achilles Rd,1892597.659,0.00E+00,-8.25E-03,-2.70E-02
2806,408.4159593,0,7297.899392,3.00E-07,28929.953,4.10E-06,2806,YES,Yarrawarrah Shopping Centre,1519881.42,0.00E+00,4.97E-03,3.18E-02
2807,3470.260506,-3.00E-07,12632.15408,-8.00E-07,59461.47534,2.60E-06,2807,YES,Engadine Station,1177684.914,-1.15E-02,-1.03E-02,1.56E-02
2808,2990.646752,3.00E-07,4463.059389,0,16102.15173,3.70E-06,2808,YES,Higgerson Ave and Beethoven St,881798.6823,8.60E-03,0.00E+00,1.66E-02
2811,1076.13982,0,1076.13982,0,1361.867614,0,2811,YES,Heathcote Station_West,9375964.268,0.00E+00,0.00E+00,0.00E+00
2812,513.1202152,0,3503.766968,-5.00E-07,12328.90717,-1.40E-06,2812,YES,Heathcote Station_East,798975.0788,0.00E+00,-4.35E-03,-5.70E-03
2813,146.6724568,0,146.6724568,0,146.6724568,0,2813,YES,Waterfall Station,17394767.42,0.00E+00,0.00E+00,0.00E+00
2816,295.3432846,0,2117.877087,3.00E-07,17416.13479,-2.95E-06,2816,YES,Alfords Point North,1490897.844,0.00E+00,4.88E-03,-2.24E-02
2817,505.3065468,0,8167.623606,-5.00E-08,56982.41229,4.43E-06,2817,YES,Alfords Point,996874.2132,0.00E+00,-5.43E-04,2.25E-02
2818,1243.816146,0,8167.623606,-5.00E-08,50352.67157,3.22E-06,2818,YES,Illawong Village Shopping Centre,2064370.232,0.00E+00,-1.13E-03,3.39E-02
2819,2614.318252,3.00E-07,21603.86997,0,89018.74536,-2.67E-06,2819,YES,Menai High School,2732749.253,2.66E-02,0.00E+00,-3.72E-02
2822,99.58904151,0,324.1058791,1.00E-08,324.1058791,1.00E-08,2822,YES,Holsworthy West,6272296.055,0.00E+00,6.84E-04,3.20E-04
2823,5771.519961,0,28456.84754,-5.10E-07,117527.1189,1.21E-05,2823,YES,Holsworthy,1710529.403,0.00E+00,-9.51E-03,1.06E-01
2824,4042.780007,2.00E-07,20492.63036,-2.30E-06,85456.07357,2.98E-06,2824,YES,Menai Metro Shopping Centre,1404422.827,9.13E-03,-3.52E-02,2.13E-02
2825,161.8581972,0,1359.062323,2.00E-07,12122.4437,6.00E-07,2825,YES,Menai,2601701.578,0.00E+00,5.67E-03,7.96E-03
2826,2040.935457,-4.00E-07,27173.71269,3.80E-06,100145.7999,-1.13E-05,2826,YES,Bangor Shopping Centre,2969880.062,-3.86E-02,1.23E-01,-1.71E-01
2827,4673.115744,-1.00E-07,16989.9979,-8.50E-07,99617.51786,-1.92E-06,2827,YES,Aquinas College,1045601.61,-3.40E-03,-9.69E-03,-1.02E-02
2828,4042.780007,2.00E-07,22434.06437,-2.90E-06,103195.5406,1.37E-05,2828,YES,Bangor,1681437.105,1.09E-02,-5.32E-02,1.17E-01
2829,163.4075777,0,163.4075777,0,2082.458465,-1.00E-07,2829,YES,Lucas Heights North,6455973.653,0.00E+00,0.00E+00,-3.29E-03
2830,1571.947975,1.00E-07,4016.859013,0,16107.83904,0,2830,YES,Barden Ridge,3329671.184,1.08E-02,0.00E+00,0.00E+00
2831,1757.19269,0,1757.19269,0,2519.860954,4.00E-07,2831,YES,Lucas Heights Research Laboratories,5876134.366,0.00E+00,0.00E+00,1.20E-02
2834,2007.968735,-1.00E-07,17407.23579,-2.20E-06,56234.69946,4.90E-06,2834,YES,Caravan Head,1032417.514,-3.36E-03,-2.48E-02,2.58E-02
2835,954.4347025,0,23100.05867,3.10E-06,153529.2263,2.08E-05,2835,YES,Como Station,1518251.608,0.00E+00,5.13E-02,1.61E-01
2836,1503.698731,0,17429.04305,0,55368.94862,0,2836,YES,Oyster Bay,992349.1052,0.00E+00,0.00E+00,0.00E+00
2837,701.0400935,0,6886.426608,0,52380.45173,-4.60E-06,2837,YES,Bonnet Bay Shopping Centre,1448998.651,0.00E+00,0.00E+00,-3.40E-02
2838,7651.983834,0,26133.8177,2.90E-06,65791.76296,-2.00E-07,2838,YES,Kareela Shopping Centre,888822.3814,0.00E+00,2.81E-02,-9.07E-04
2839,9165.208954,-4.00E-07,48986.61409,2.00E-06,351392.6816,4.71E-05,2839,YES,Jannali Station_East,1433386.009,-1.86E-02,3.12E-02,3.44E-01
2840,12206.37686,4.80E-06,81882.414,2.42E-06,703417.3118,-9.20E-07,2840,YES,Jannali Station_West,868197.4562,1.35E-01,2.29E-02,-4.07E-03
2841,15592.42176,-1.80E-06,33740.10397,-3.90E-06,73124.52335,1.61E-06,2841,YES,Kareela Golf Course,708396.1958,-4.14E-02,-3.01E-02,5.82E-03
2844,24.70804902,0,24.70804902,0,24.70804902,0,2844,YES,Royal National Park Tram Station,46188356.37,0.00E+00,0.00E+00,0.00E+00
2845,76.38164877,0,76.38164877,0,76.38164877,0,2845,YES,Royal National Park,92912115.54,0.00E+00,0.00E+00,0.00E+00
2848,9500.234501,-3.00E-07,28265.28293,-3.00E-06,68248.35137,1.51E-06,2848,YES,Sutherland Council Depot,638514.0132,-6.23E-03,-2.09E-02,4.92E-03
2849,12022.32067,1.10E-06,43449.06048,-2.00E-06,128198.9026,-1.33E-05,2849,YES,Sutherland,612641.8015,2.19E-02,-1.34E-02,-4.16E-02
2850,4473.120049,-3.00E-07,30730.60547,2.00E-07,102195.1822,-6.48E-06,2850,YES,Sutherland Station_West,2237598.559,-2.18E-02,4.88E-03,-7.39E-02
2851,20301.00741,3.40E-06,46043.1181,-2.20E-06,100438.0904,-1.01E-05,2851,YES,Kirrawee Industrial Area,904566.4344,1.00E-01,-2.17E-02,-4.66E-02
2852,19392.47208,0,73758.46117,-1.50E-06,580354.1126,2403.939683,2852,YES,Sutherland Station_East,426821.9092,0.00E+00,-6.98E-03,5.23E+06
2853,6507.595931,-5.00E-07,35785.37568,-3.20E-06,95806.14645,1.43E-06,2853,YES,Sutherland_Minerva School,464208.3062,-7.54E-03,-1.62E-02,3.39E-03
2854,27295.98903,4.20E-06,68283.53872,-2.29E-06,337141.9153,-3.12E-05,2854,YES,Kirrawee Station,604907.4936,8.26E-02,-1.51E-02,-9.63E-02
2855,4755.144132,2.00E-07,43021.26552,2.00E-07,134312.3711,3.16E-05,2855,YES,Loftus Station_East,485790.2482,3.16E-03,1.06E-03,7.83E-02
2856,3194.18011,0,29917.57747,-5.00E-07,84140.48086,4.71E-06,2856,YES,Kirrawee High School,568642.5486,0.00E+00,-3.10E-03,1.37E-02
2857,23563.37325,2.70E-06,63410.92098,4.91E-06,253573.2281,9.77E-06,2857,YES,Kirrawee_Kirrawee Oval,798169.7426,7.00E-02,4.27E-02,3.98E-02
2895,1836.177456,0,1836.177456,0,3101.832777,0,2895,YES,Sydney Desalination Plant,10127006.46,0.00E+00,0.00E+00,0.00E+00
2896,4131.994341,-3.90E-07,25906.60241,3.71E-06,69722.51739,2.11E-06,2896,YES,Caringbah South_Daphne St and Percival Road,240177.7882,-3.04E-03,9.71E-03,2.58E-03
2897,4157.942156,0,18919.96743,4.11E-06,51154.98828,3.81E-06,2897,YES,Willarong Point,447620.7047,0.00E+00,2.01E-02,8.70E-03
2898,4518.483364,2.10E-07,25351.83429,-5.90E-07,62117.45829,3.81E-06,2898,YES,Carringbah_Miley Road and Blamey Ave,227293.9892,1.55E-03,-1.46E-03,4.42E-03
2899,13775.42449,3.40E-06,43521.42102,3.21E-06,76246.93829,9.10E-07,2899,YES,Laguna Street Public School,619537.7381,6.85E-02,2.17E-02,2.88E-03
2900,23505.4678,1.00E-06,58341.90825,3.61E-06,100125.9716,-2.07E-05,2900,YES,Supa Centa,543424.0127,1.77E-02,2.14E-02,-5.74E-02
2901,13613.98651,1.00E-06,34933.04491,-2.60E-06,70983.01809,-3.29E-06,2901,YES,Taren Point_Southern End,668363.082,2.17E-02,-1.89E-02,-1.12E-02
2902,26269.32227,-3.50E-06,57854.67514,-7.90E-07,102257.3187,3.97E-05,2902,YES,Sutherland Hospital,1032393.499,-1.17E-01,-8.89E-03,2.09E-01
2903,14765.54022,4.00E-06,48035.49627,6.10E-07,88898.00288,8.10E-07,2903,YES,Caringbah_Yathong Rd and Carabella Rd,810472.2612,1.05E-01,5.39E-03,3.35E-03
2904,27389.7707,2.21E-06,60901.32325,-3.89E-06,114591.0351,-4.14E-05,2904,YES,Caringbah Station,654692.8618,4.70E-02,-2.78E-02,-1.38E-01
2905,18325.64958,2.30E-06,53194.64654,3.11E-06,96883.3627,-9.00E-08,2905,YES,Caringbah Shopping Centre,278910.4874,2.08E-02,9.45E-03,-1.28E-04
2906,7752.594002,-5.00E-07,34857.8992,3.91E-06,70298.99936,4.11E-06,2906,YES,Caringbah_Yathong Rd and Caringbah Rd,426236.0694,-6.93E-03,1.82E-02,8.93E-03
2907,4095.472759,2.00E-07,22640.35653,4.11E-06,58635.35853,-1.89E-06,2907,YES,Caringbah_Willarong Rd and Lindsay St,900703.9994,5.85E-03,4.04E-02,-8.68E-03
2908,4583.335841,1.10E-07,21934.17454,2.21E-06,57561.82939,3.71E-06,2908,YES,Caringbah_Gannons Rd and Rawson Pde,1200845.565,4.29E-03,2.89E-02,2.27E-02
2909,3760.218518,4.10E-07,22372.84351,-4.59E-06,58371.41672,4.41E-06,2909,YES,Lilli Pilli,584396.0087,7.79E-03,-2.92E-02,1.31E-02
2910,3433.592547,3.10E-07,17478.68423,-2.39E-06,47249.61423,4.01E-06,2910,YES,Dolans Bay,683917.3367,6.89E-03,-1.78E-02,1.40E-02
2913,273.3156578,0,4618.782695,0,25217.74305,0,2913,YES,Cronulla Stp,9514052.267,0.00E+00,0.00E+00,0.00E+00
2914,8619.414071,-1.00E-07,41356.50148,3.61E-06,72730.38524,3.71E-06,2914,YES,Woolooware High School,1100803.324,-3.58E-03,4.33E-02,2.08E-02
2915,8500.263953,4.00E-07,31554.76717,-1.49E-06,58384.6669,1.91E-06,2915,YES,Cronulla High School,939735.3435,1.22E-02,-1.53E-02,9.15E-03
2916,14896.96785,0,39743.35789,0,80068.63561,1.91E-06,2916,YES,Woolooware Station_North,440032.7792,0.00E+00,0.00E+00,4.29E-03
2917,8977.344706,3.00E-07,36142.20999,-3.79E-06,71128.00667,-2.19E-06,2917,YES,Cronulla_Elouera Rd and Kingsway,393740.8948,3.84E-03,-1.63E-02,-4.40E-03
2918,9251.529645,-2.00E-07,41415.59695,1.81E-06,74419.81382,1.11E-06,2918,YES,Woolooware Station_South,856607.4979,-5.57E-03,1.69E-02,4.85E-03
2919,23763.84839,8.00E-07,53398.18501,-1.69E-06,101608.1041,-4.61E-05,2919,YES,Cronulla Station and Ferry Wharf,787573.679,2.05E-02,-1.45E-02,-1.85E-01
2920,5053.521066,0,25302.01302,1.50E-06,68855.54723,4.41E-06,2920,YES,Cronulla,560687.7349,0.00E+00,9.17E-03,1.26E-02
2921,1108.847494,1.00E-07,9941.651663,2.00E-07,35892.5605,-3.09E-06,2921,YES,Burraneer Point,1365403.983,4.44E-03,2.98E-03,-2.15E-02
2922,4061.181404,-4.00E-07,18795.254,0,39811.55042,1.40E-06,2922,YES,Hungry Point,810519.1819,-1.05E-02,0.00E+00,5.79E-03
2923,98.01286134,0,98.01286134,0,447.9825291,4.00E-08,2923,YES,Maianbar,292465.5768,0.00E+00,0.00E+00,5.97E-05
2924,349.9696678,0,349.9696678,0,447.9825291,4.00E-08,2924,YES,Bundeena,1176484.948,0.00E+00,0.00E+00,2.40E-04
2927,22369.45292,-3.00E-06,69055.77888,-4.90E-07,121374.8956,6.23E-06,2927,YES,Gymea Station_North,1180193.918,-1.15E-01,-6.30E-03,3.75E-02
2928,27090.79624,4.50E-06,64262.56774,-4.89E-06,184324.769,4.30E-05,2928,YES,Gymea Station_South,822811.5831,1.20E-01,-4.39E-02,1.80E-01
2929,2075.145425,-1.00E-07,26752.1486,-2.10E-06,63546.55211,-3.39E-06,2929,YES,Gymea Bay,1271306.58,-4.13E-03,-2.91E-02,-2.20E-02
2930,1555.598832,0,3957.64302,-4.00E-07,33134.24376,-2.60E-06,2930,YES,Gymea Bay_Coonong Rd and Arcadia Av,1301691.531,0.00E+00,-5.68E-03,-1.73E-02
2931,364.3909718,0,10309.57442,0,37907.49166,-4.30E-06,2931,YES,Grays Point,1211606.055,0.00E+00,0.00E+00,-2.66E-02
2932,13689.31551,-3.90E-06,49726.63281,4.20E-06,93092.48824,-3.08E-06,2932,YES,Port Hacking High School,434108.6945,-5.50E-02,1.99E-02,-6.82E-03
2934,15501.92629,4.10E-06,40628.60253,4.60E-06,80003.8672,4.42E-06,2934,YES,Sylvania High School,990657.8768,1.32E-01,4.97E-02,2.23E-02
2935,19418.41518,1.00E-06,40601.89555,0,88469.40261,4.22E-06,2935,YES,Miranda_Renown Av and Parraweena Rd,813032.0721,2.64E-02,0.00E+00,1.75E-02
2936,37418.74486,-3.40E-06,77912.58626,4.81E-06,147447.0805,1.52E-05,2936,YES,Westfield_Miranda Station_North,415576.7131,-4.59E-02,2.18E-02,3.22E-02
2937,32089.90748,-1.30E-06,63783.06397,4.91E-06,108691.1426,-2.80E-05,2937,YES,Miranda North Primary School,637281.459,-2.69E-02,3.41E-02,-9.10E-02
2938,11559.76985,3.30E-06,47836.15993,-2.80E-06,84142.40366,-4.88E-06,2938,YES,Miranda_Wandella Rd and President Av,780734.8756,8.37E-02,-2.38E-02,-1.94E-02
2939,11344.72699,-1.80E-06,52051.67058,2.81E-06,93625.51786,3.22E-06,2939,YES,Miranda Station_South,808463.0882,-4.73E-02,2.48E-02,1.33E-02
2940,585.5067825,0,22840.10712,-2.00E-06,65143.59893,4.71E-06,2940,YES,Yowie Bay,1106263.566,0.00E+00,-2.41E-02,2.66E-02
2943,11313.91344,2.40E-06,38957.36999,2.10E-07,100571.3746,3.34E-05,2943,YES,Sylvania Primary School,639465.1202,4.99E-02,1.46E-03,1.09E-01
2944,9977.048487,1.00E-07,29492.00485,0,80806.42246,0,2944,YES,Southgate Shopping Centre,576903.6775,1.87E-03,0.00E+00,0.00E+00
2945,2983.313151,-3.00E-07,14574.31054,-4.10E-06,48171.78034,6.10E-07,2945,YES,Sylvania,1242994.347,-1.21E-02,-5.55E-02,3.87E-03
2946,5316.443806,1.00E-07,19353.10118,3.70E-06,60682.52106,2.11E-06,2946,YES,Sylvania_Sylvania Rd and Crystal St,1169161.781,3.80E-03,4.72E-02,1.26E-02
2947,6878.341594,0,29730.1975,0,72431.54273,-1.10E-06,2947,YES,Taren Point,1156513.242,0.00E+00,0.00E+00,-6.49E-03
2948,8895.467359,0,25896.5682,1.50E-06,67111.51553,-2.29E-06,2948,YES,Richmond Shopping Centre,648430.6237,0.00E+00,1.06E-02,-7.57E-03
2949,16142.78727,0,27160.79626,1.30E-06,68365.69183,4.80E-06,2949,YES,Taren Point_Northern End,628500.5862,0.00E+00,8.91E-03,1.54E-02
3000,812.1140136,0,812.1140136,0,812.1140136,0,3000,YES,Bargo North,51388201.71,0.00E+00,0.00E+00,0.00E+00
3001,693.2713632,0,693.2713632,0,693.2713632,0,3001,YES,Bargo Station,16274889,0.00E+00,0.00E+00,0.00E+00
3002,197.3527728,0,197.3527728,0,197.3527728,0,3002,YES,Menangle Road Douglas Park,18366320.66,0.00E+00,0.00E+00,0.00E+00
3003,140.1087771,0,140.1087771,0,140.1087771,0,3003,YES,Wilton Public School,4886869.371,0.00E+00,0.00E+00,0.00E+00
3004,78.21740112,0,78.21740112,0,78.21740112,0,3004,YES,Camden Park,20873616.49,0.00E+00,0.00E+00,0.00E+00
3005,391.0864109,0,391.0864109,0,391.0864109,0,3005,YES,Menangle Station,35365779.86,0.00E+00,0.00E+00,0.00E+00
3006,232.3273929,0,232.3273929,0,232.3273929,0,3006,YES,Razorback,35672642.64,0.00E+00,0.00E+00,0.00E+00
3007,641.7225147,0,641.7225147,0,2955.754342,0,3007,YES,Douglas Park Station,26727067.89,0.00E+00,0.00E+00,0.00E+00
3008,226.9551137,0,226.9551137,0,226.9551137,0,3008,YES,Maldon Station,23221444.19,0.00E+00,0.00E+00,0.00E+00
3009,1181.443741,0,1181.443741,0,1181.443741,0,3009,YES,Appin,34170641.07,0.00E+00,0.00E+00,0.00E+00
3010,172.3741644,0,172.3741644,0,172.3741644,0,3010,YES,Wilton,10989220.05,0.00E+00,0.00E+00,0.00E+00
3011,470.904942,0,470.904942,0,470.904942,0,3011,YES,Appin_Colliery,67718857.24,0.00E+00,0.00E+00,0.00E+00
3012,142.7458282,0,142.7458282,0,142.7458282,0,3012,YES,Wilton_South,11479334.74,0.00E+00,0.00E+00,0.00E+00
3013,2703.074812,0,2703.074812,0,2703.074812,0,3013,YES,Picton Station,34957182.05,0.00E+00,0.00E+00,0.00E+00
3014,70.4392519,0,70.4392519,0,70.4392519,0,3014,YES,Lakesland,82061795.01,0.00E+00,0.00E+00,0.00E+00
3015,552.9651472,0,552.9651472,0,552.9651472,0,3015,YES,Thirlmere Station,17824766.31,0.00E+00,0.00E+00,0.00E+00
3016,1373.481363,0,1373.481363,0,1510.365919,-3.00E-07,3016,YES,Tahmoor Park,16988355.93,0.00E+00,0.00E+00,-2.60E-02
3017,136.8845557,0,136.8845557,0,2063.331066,0,3017,YES,Tahmoor Station,2143330.932,0.00E+00,0.00E+00,0.00E+00
3018,212.0823414,0,212.0823414,0,212.0823414,0,3018,YES,Couridjah,22851499.81,0.00E+00,0.00E+00,0.00E+00
3019,153.5873238,0,153.5873238,0,706.552471,0,3019,YES,Buxton,12771981.54,0.00E+00,0.00E+00,0.00E+00
3022,536.8016961,0,536.8016961,0,536.8016961,0,3022,YES,Orangeville,116857773.9,0.00E+00,0.00E+00,0.00E+00
3023,901.9288435,0,901.9288435,0,901.9288435,0,3023,YES,The Oaks,95793005.04,0.00E+00,0.00E+00,0.00E+00
3024,126.701625,0,126.701625,0,126.701625,0,3024,YES,University Of Sydney Camden Farms,49175845.05,0.00E+00,0.00E+00,0.00E+00
3025,107.872614,0,107.872614,0,107.872614,0,3025,YES,Oakdale_Barkers Lodge Rd and Longfield Lane,60359996.03,0.00E+00,0.00E+00,0.00E+00
3100,711.7761057,0,711.7761057,0,4274.26502,0,3100,YES,Carrington Centennial Hospital,5291554.33,0.00E+00,0.00E+00,0.00E+00
3101,8460.548543,-3.00E-07,12480.3589,-4.00E-06,38224.11418,5.40E-07,3101,YES,Camden,2924750.426,-2.85E-02,-1.28E-01,8.05E-03
3102,7851.327535,-5.00E-07,9862.854721,2.00E-07,35378.37446,-1.05E-06,3102,YES,Camden District Hospital,747999.8079,-1.22E-02,1.63E-03,-4.01E-03
3103,4960.212212,-5.00E-07,9416.962651,-5.00E-07,34277.26054,4.22E-06,3103,YES,Camden South Pub School,957135.169,-1.56E-02,-5.22E-03,2.06E-02
3104,300.5395005,0,3318.649179,-5.00E-07,8755.907792,-4.00E-07,3104,YES,Camden High School,11107015.66,0.00E+00,-6.05E-02,-2.27E-02
3105,4415.832975,0,5133.207125,-3.00E-07,9717.502151,0,3105,YES,Camden South,4228861.901,0.00E+00,-1.38E-02,0.00E+00
3106,172.9949132,0,4588.827888,0,8431.662895,4.00E-07,3106,YES,Camden South_Cubbitch Barta Reserve,891525.9165,0.00E+00,0.00E+00,1.82E-03
3108,1060.827838,3.00E-07,5966.02281,3.00E-07,23863.41913,3.40E-07,3108,YES,Harrington_ParkGlenrowan Dr and The Boulevard,623582.9776,6.08E-03,2.04E-03,1.08E-03
3109,1942.363538,0,14603.83512,-2.35E-06,25402.557,4.07E-06,3109,YES,Harrington Grove Country Club,2924613.263,0.00E+00,-7.49E-02,6.07E-02
3111,3951.943161,0,14798.02126,1.59E-06,25430.72978,3.61E-06,3111,YES,Harrington Park,916095.4969,0.00E+00,1.59E-02,1.69E-02
3112,3951.943161,0,10859.50108,-4.57E-06,35538.16018,0,3112,YES,Aircraft Museum Harrington Park,1615886.046,0.00E+00,-8.05E-02,0.00E+00
3113,1964.962278,0,4983.071956,0,6040.557796,-3.00E-07,3113,YES,Narellan Park_Kirkham St and Fox St,8344319.926,0.00E+00,0.00E+00,-1.28E-02
3114,8878.350245,0,35524.27077,3.90E-07,44230.51263,-3.74E-06,3114,YES,Narellan Town Centre,951055.7577,0.00E+00,4.04E-03,-1.81E-02
